Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
,Pharmaceuticals (Chemical Development),Clinton | WIB Name: C-E-F-H| Region: North Country Region,-----,13,1/26/2011,4/22/2011,3/31/2011,Economic,Plant Closing,Plant Closing,Local 95c ICWU/UFCW,"Elaine M. Reynolds, Director, Human Resources",(518) 297-1697,3000
,Geriatric Care,Kings | WIB Name: NEW YORK CITY | Region: New York City,348,348,1/27/2011,-----,Original notice was sent on 10/13/2010 with a layoff date of 12/3/2010. Layoff date has been extended to 6/30/2011 for some of the affected workers.,Sale of facility. Company expects that employees may receive offers of employment from the purchaser and consequently will not experience a loss of employment.,Conditional Plant Closing,Conditional Plant Closing,-----,"Francesca Tinti, Vice President for Human Resources",(212) 356-4857,2996
,Textile Reinforcement Manufacturing,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,85,70,1/27/2011,Will commence beginning on 4/30/2011 and will continue to occur in phases through plant closing on 12/31/2011.,12/31/2011,Economic,Plant Closing,Plant Closing,"United Steel Workers International Union, Local 1160L",Patricia Axtell,(315) 733-4626 Ext 223,2995
,Pharmaceuticals (Chemical Development),Clinton | WIB Name: C-E-F-H| Region: North Country Region,-----,13,1/26/2011,3/25/2011,3/31/2011,Economic,Plant Closing,Plant Closing,Local 95c ICWU/UFCW,"Elaine M. Reynolds, Director, Human Resources",(518) 297-1697,2994
,Retail clothing Distribution Center,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,47,22,1/25/2011,4/25/2011,Undetermined at this time.,Relocation of facility to another state.,Plant Closing,Plant Closing,The affected associates are not represented by any union.,"Sharon Richner, Director, Human Resources",(845) 369-4344,2993
,Hotel,New York | WIB Name: NEW YORK CITY| Region: New York City,33,33,1/25/2011,-----,2/28/2011,Renovations and refurbishment,Plant Closing,Plant Closing,"Hotel and Motel Trades Council, AFL-CIO, Hotel Employees & Restaurant Employees International Union","Lisa Grossberg, Manager",(212) 246-1500 Ext 3202,2992
,Food Services,New York | WIB Name: NEW YORK CITY| Region: New York City,47,47,1/24/2011,-----,On or about the week of 4/1/2011,Economic,Plant Closing,Plant Closing,Employees are not currently represented by a labor organization and no bumping rights exist.,"Nancy Dupuy, Human Resources Consultant",(212) 613-5527,2991
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,1,1/24/2011,Originally scheduled to commence on 1/31/11 and end on 2/13/11 is postponed to commence on 3/28/2011 and end on 4/10/2011,Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,2990
,Women's and children's lingerie and undergarments,New York | WIB Name: NEW YORK CITY| Region: New York City,79,57,1/24/2011,-----,2/1/2011,Economic,Plant Layoff,Plant Layoff,None of the employees affected have bumping rights.,"Jordan Vargas, Chief Human Resources Officer",(212) 532-8811,2989
,Packaged Frozen Food Merchant Wholesale,St. Lawrence | WIB Name: ST LAWRENCE | Region: North Country Region,132,132,1/21/2011,------,The closing will begin on 4/17/2011 and continue for two weeks.,Economic,Plant Closing,Plant Closing,"Teamsters Union, Local 687",Joann Ellis,(315) 389-5111 x280,2987
,Packaged Frozen Food Merchant Wholesale,St. Lawrence | WIB Name: ST LAWRENCE | Region: North Country Region,132,132,1/21/2011,------,The closing will begin on 4/17/2011 and continue for two weeks.,Economic,Plant Closing,Plant Closing,"Teamsters Union, Local 687",Joann Ellis,(315) 389-5111 x280,2985
,Women's and children's lingerie and undergarments,New York | WIB Name: NEW YORK CITY| Region: New York City,57,57,1/19/2011,-----,2/1/2011,Economic,Plant Closing,Plant Closing,None of the employees affected have bumping rights.,"Jordan Vargas, Chief Human Resources Officer",(212) 532-8811,2984
,Bakery,Queens | WIB Name: NEW YORK CITY | Region: New York City,222,222 - 14 of the affected workers layoff dates postponed,1/20/2011,Postponed from 1/21/2011 to 1/28/2011,1/21/2011,Economic,Plant Closing,Plant Closing,"BCTGM Local 53, IBT Local 550, Teamsters","Dominick Myrand, North Business Unit Human Resources Director",(718) 262-1542,2983
,Airlines,Queens | WIB Name: NEW YORK CITY| Region: New York City,-----,76,1/20/2011,Will commence on 4/22/2011 and continue through 5/1/2011,-----,Economic,Plant Layoff,Plant Layoff,"No provisions for transfer, bumping or reassignment for affected workers.","Eric Chang, Director of Human Resources",(718) 907-2158,2982
,Party Rentals,Bronx | WIB Name: NEW YORK CITY| Region: New York City,60,60,1/20/2011,Will commence on 4/30/2011 and continue through closing.,5/13/2011,"Relocating to Secaucus, NJ",Plant Closing,Plant Closing,Employees are not represented by any unions.,"Sean Carlson, General Manager",(718) 822-1930,2981
,Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,1/18/2011,4/4/2011,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, HR Americas Employee Services",(585) 781-1896,2979
,Manufacturing of silicon carbide ceramic components,Niagara | WIB Name: NIAGARA| Region: Western Region,-----,32,1/14/2011,Layoffs are expected to take place between 4/10/2011 and 6/30/2010,-----,Relocation of 2 manufacturing products to an existing facility outside of NY,Plant Layoff,Plant Layoff,United Steel Workers Local 4-2058,"Joan McGarvey, Human Resource Manager",(716) 278-6070,2978
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA | Region: Central Region,------,10,1/12/2011,4/11/2011 – 4/24/11,2nd Quarter 2011,Economic,Plant Closing,Plant Closing,UAW Local 2149,"Tom Albanese, Labor Relations Manager",315-432-4094,2976
,Financial management,New York | WIB Name: NEW YORK CITY| Region: New York City,115,70,1/10/2011,Separations to take place during the 14 day period commencing on 4/4/2011.,-----,Sale of assets and businesses,Plant Layoff,Plant Layoff,There are no bumping rights at this location and the affected employees are not represented by any union.,"Lori Ostenfeld, Human Resources",(212) 401-5888,2975
,Call Center,Yates | WIB Name: FINGER LAKES| Region: Finger Lakes Region,145,145,1/6/2011,-----,2/4/2011,Economic,Plant Closing,Plant Closing,-----,"Kathy Kippley, Director of Human Resources",(952) 948-5353,2974
,Food Services,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,89,89,1/5/2010,-----,1/18/2011,Loss of Contracted Food Services,Plant Closing,Plant Closing,-----,"Linda Teets, Director, Human Resources",(781) 246-8465,2973
,Geriatric Care,Kings | WIB Name: NEW YORK CITY | Region: New York City,348,348,12/31/2010,-----,Original notice was sent on 10/13/2010 with a layoff date of 12/3/2010. Layoff date has been extended to 1/17/2011.,Sale of facility. Company expects that employees may receive offers of employment from the purchaser and consequently will not experience a loss of employment.,Conditional Plant Closing,Conditional Plant Closing,-----,"Francesca Tinti, Vice President for Human Resources",(212) 356-4857,2972
,Hospital,New York | WIB Name: NEW YORK CITY| Region: New York City,2458,2458,1/3/2011,-----,3/31/2011,Sale of hospital facility-transfer of ownership to downstate SUNY facility. It is fully expected that offers will be made to all or nearly all LICH employees and it is not anticipated that the sale will result in a mass layoff or plant closing.,Conditional Plant Closing,Conditional Plant Closing,"CIR, Local 1199",Marisa Ognibene,(718) 951-2767,2971
