Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"J.C. Penney Corporation, Inc. Pallisades Center Mall1403 Palisades Center DriveWest Nyack, NY 10994",Retail Store,Rockland County | WIB Name: ROCKLAND | Region: Mid-Hudson,89,89,3/16/2017,6/18/2017,6/18/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Robert Campbell, General Manager",(845) 348-0382,,2016-0178,5853
"JC Penney Corporation, Inc. 600 Sunrise MallMassapequa, NY 11758-4392",Retail Store,Nassau County | WIB Name: OYSTER BAY | Region: Long Island,117,117,3/15/2017,6/18/2017,6/18/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Valerie L. Tehranchipour, General Manager of Sunrise Mall Store",(516) 795-3600,,2016-0177,5852
"Sodexo, Inc. (Stony Brook University)Mail Code 2020-Grn. Bldg.Gym RdStony Brook, NY 11794-2020",Food Services Operations,Suffolk County | WIB Name: SUFFOLK | Region: Long Island,391,391,3/8/2017,Separations will occur on or about 6/30/2017. Management separations will occur on 7/30/2017.,7/1/2017,Possible contract loss to provide campus dining services.,Possible Plant Closing,Possible Plant Closing,LOCAL 1102 RWDSU UFCW,"Curtis Stancil SPHR, SHRM-SCP, Human Resources Business Partner Director University Segment Northeast Region",(860) 546-6547,,2016-0176,5851
"Genpak, LLC68 Warren StreetGlens Falls, NY 12801",Manufactures a range of single-use packaging for the food industry.,Warren | WIB Name: SAR/WAR/WAS | Region: Capital,55,55,3/13/2017,7/10/2017,7/10/2017,"Facility moving to Charlotte, North Carolina.",Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Catherine M. Sawchuk, Director of Human Resources",(518) 798-9511,,2016-0175,5850
"Public Health Solutions (Early Intervention Service Coordination Program) 1360 Fulton Street Brooklyn, NY 11201",Early Intervention Service Coordination Program,Kings | WIB Name: NEW YORK CITY  | Region: New York City County: New York | WIB Name: NEW YORK CITY  | Region: New York City County: Queens | WIB Name: NEW YORK CITY  | Region: New York City County: Bronx | WIB Name: NEW YORK CITY  | Region: New York City,80 (total affected at all four locations),30,3/3/2017,6/30/2017,6/30/2017,Economic,Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Tom Salvo, Vice President of Human Resources",(646) 619-6410,,2016-0171,5846
"A.I. Friedman, L.P.44 West 18th StreetNew York, NY 10011","Art, Computer and Office Supplies",New York | WIB Name: NEW YORK CITY | Region: New York City,79,27,3/1/2017,Possible layoffs may begin on 5/30/2017 or thereafter.,TBD,Economic,Possible Plant Unit Closing,Possible Plant Unit Closing,UAW - Local 2179,"Rose Lyons, Human Resources & Facilities",(212) 337-8619,,2016-0164,5845
"Savers (Thrift Store)1175 Marketplace DriveHenrietta, NY 14623",Thrift Store,Monroe County | WIB Name: MONROE | Region: Finger Lakes,58,58,3/2/2017,6/2/2017,6/2/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Theresa Moss, Director of Team Member Relations and Employment Law Compliance",(425) 456-1735,,2016-0170,5844
"Public Restaurant LP dba PUBLIC(AvroKO Hospitality Group)210 Elizabeth StreetNew York, NY 10012",Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,55,55,3/2/2017,6/3/2017,6/3/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Dan Fafalin, Principal, AvroKO Hospitality Group",(212) 343-7011,,2016-0169,5843
"CLSA Americas, LLC1301 Avenue of the AmericasNew York, NY 10019","Provides equity research, sales, and execution services.",New York | WIB Name: NEW YORK CITY | Region: New York City,142,63 (US Equity Sales and Research Unit),3/3/2017,2/27/2017,2/27/2017,Economic,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Gregg Rieber, Head of Human Resources",(212) 549-0169,,2016-0168,5842
"CVS Pharmacy, Inc.(Office)80 Red School House Road, Ste. 226Chestnut Ridge, NY 10977",Pharmacy,Rockland County | WIB Name: ROCKLAND | Region: Mid-Hudson Region,99,99,3/2/2017,5/31/2017,5/31/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Kimberly Spooner, Director, Human Resources LTC",(813) 344-6988,,2016-0166,5840
"Sodexo, Inc. (Houghton College)1 Willard AvenueHoughton, NY 14744",Food Service Operations,Allegany County | WIB Name: ALL/CAT | Region: Western Region,-----,38,2/24/2017,Separations will occur for non-management employees on 5/31/2017 and management separations will occur on 6/30/2017.,5/31/2017,Loss of contract,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Curtis Stancil SPHR, SHRM-SCP, Human Resources Business Partner Director University Segment Northeast Region",(860) 546-6547,,2016-0167,5839
"ComplexCare Solutions Medical Practice, PLLC(Care Management Department)55 Broad St.New York, NY 10004",Provide assessment and care management services for health plans.,New York | WIB Name: NEW YORK CITY | Region: New York City,466,113,2/28/2017,The separations will begin on 3/3/2017 and expected to end 5/31/2017.,5/31/2017,Loss of contract,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Heather Brown, Senior HR Generalist",(615) 933-4603,,2016-0165,5838
"Data Listing Services (Jamestown), LLC dba The Connection1010 Wayne StreetOlean, NY 14760",Call Center,Cattaraugus | WIB Name: ALL/CAT | Region: Western Region,-----,"174 - Since the original notice of 146 affected workers, there were 30 workers that left prior to their original layoff date. An additional 58 workers were provided notice on 2/16/2017.",10/10/2016Amended: 2/16/2017,Terminations will take place from 1/8/2017 through 5/17/2017.,5/17/2017,Loss of Contract,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Cyndi McDurmott, Vice President, Human Resources",(952) 948-5353,,2016-0061,5837
"Pfizer, Inc.64 Maple StreetRouses Point, NY 12979",Pharmaceuticals (production),Clinton | WIB Name: C-E-F-H | Region: North Country,114,5,3/1/2017,5/27/2017,10/31/2017,Economic,Plant Closing,Plant Closing,Local 95c ICWU/UFCW,"Daniel Naiman, SR. Director of Human Resources",(212) 733-2110,,2016-0163,5836
"NRG Energy, Inc. (Bohemia Office)170 Wilbur Place, Suite 100Bohemia, NY 11716",Power Plant,Suffolk | WIB Name: SUFFOLK | Region: Long Island,81,81,2/20/2017,The separations will occur between 5/24/2017 and 6/23/2017.,6/23/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Jarred Finamore, Human Resources Manager",(732) 430-2368,,2016-0162,5835
"Vodafone Americas560 Lexington AvenueNew York, NY 10022",Telecommunications - Mobile Products,New York | WIB Name: NEW YORK CITY | Region: New York City,51,51,2/23/2017,Layoffs will begin on or about 2/24/2017. Additional separations will occur on or about 6/30/2017.,6/30/2017,Consolidation of functions,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Heather Wootton, HR Business Partner - Americas",(917) 596-0103,,2016-0161,5834
"Will Foods, LLC  1075 William Street  Buffalo, NY 14206",Food distribution,Erie | WIB Name: ERIE | Region: Western Region,71,71,2/23/2017,"February 24,  2017 (12 affected), March 3, 2017 (4 affected), March 10, 2017 (3 affected),  March 17, 2017 (43 affected) and March 24, 2017 (9 affected)",3/24/2017,Economic,Plant Closing,Plant Closing,The affected workers  are not represented by a union.,"John C. Manley, Jr., President & CEO",(716) 853-2000,,2016-0160,5833
"NRG Energy, Inc.614 Corporate Way, Suite 4Valley Cottage, NY 10989",Power Plant,Rockland County | WIB Name: ROCKLAND | Region: Mid-Hudson Region,50,50,2/20/2017,The separations will occur between 5/24/2017 and 6/23/2017.,6/23/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Jarred Finamore, Human Resources Manager",(732) 430-2368,,2016-0159,5831
"Kraft Heinz Foods Company8600 Main StreetCampbell, NY 14821","Produces Polly-O’String cheese, mozzarella cheese and other Italian cheese varieties.",Steuben | WIB Name:CSS | Region: Southern Region,380,380,2/21/2017,5/26/2017,7/31/2017,Economic,Plant Closing,Plant Closing,"International Brotherhood of Teamsters, Local 529","Eric Meszaros, Associate Director-Human Resources",(847) 646-8067,,2016-0158,5830
"Eastman Kodak Company (Kodak Office)343 State StreetRochester, NY 14650",Photographic equipment and supplies,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,-----,3,2/16/2017,5/16/2017,-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,,2016-0156,5829
"Gracious Home1992 BroadwayNew York, NY 10023",Home goods retail,New York | WIB Name: NEW YORK CITY | Region: New York City,114 (total number afftected for all three sites),36,12/13/2016 Amended: 2/13/2017,12/18/2016,12/18/2016,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Jenna Everhart, Director, Human Resources",(212) 606-4873,,2016-0110,5827
"Sabra Dipping Company535 Smith StreetFarmingdale, NY 11735",Perishable Prepared Food Manufacturing,Nassau | WIB Name: OYSTER BAY | Region: Long Island,22,22,2/16/2017,"Most employees will be separated effective May 16, 2017, with the other few employees being separated between May 17, 2017 and on or about June 30, 2017.",6/30/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Alyson Carroll, Human Resources Director",(804) 481-6404,,2016-0155,5826
"Cenveo CorporationBuffalo Quality Park Envelope Facility100 Centre DriveOrchard Park, NY 14127",Management and distribution of print and related offerings.,Erie | WIB Name: ERIE | Region: Western Region,111,111,2/17/2017,"Employees affected are expected to be permanently laid off between March 1, 2017 and May 18, 2017.","Facility operations will close between February 17, 2017 and June 16, 2017.",Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Dean Allison, Regional Director of Human Resources","(814) 944-6881, ext.208",,2016-0154,5825
"Gourmet Guru (United Natural Foods)1123 Worthen St.Bronx, NY 10474",Natural Foods,Bronx | WIB Name: NEW YORK CITY | Region: New York City,77,77,2/9/2017,5/11/2017,5/11/2017,Relocation of Operations,Plant Closing,Plant Closing,The affected workers are not represented by a union.,Jeffery Lichtenstein,(718) 842-2828,,2016-0153,5824
"Phoenix House Foundation, Inc. and Phoenix Houses of New York, Inc.998 Crooked Hill Road, Bldg #5 (Pilgrim Psychiatric Hospital)Brentwood, NY 11717",Drug Rehabilitation – Community Residence,Suffolk | WIB Name: SUFFOLK | Region: Long Island,97,20,1/30/2017,4/30/2017,4/30/2017,Operational Changes,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Mark G. White, VP Director of Human Resources",(718) 222-6649,,2016-0152,5823
"Suffolk County National Bank (merger of SCNB into People's United Bank N.A.)4 West Second StreetRiverhead, NY 11901",Bank,Suffolk | WIB Name: SUFFOLK | Region: Long Island,73 (Total affected at both sites),63,10/28/2016Amended: 2/8/2017,"Separations will begin on March 6, 2017 and continue through June 2017.",-----,"People’s United Financial, Inc., the holding company for People’s United Bank, N.A. is acquiring Suffolk Bancorp, the holding company for Suffolk County National Bank.",Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Kathleen Spellman, Human Resources Manager",(631) 208-2314,,2016-0070,5822
"Ascion, LLC d/b/a Reverie 8800 Main StreetEden, NY 14057",Mattress support systems and adjustable foundations.,Erie | WIB Name: ERIE | Region: Western,39,39,1/30/2017,4/30/2017,4/30/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Megan Coon, Human Resource Generalist",(716) 951-1853,,2016-0150,5821
"Unisys Corporation (Call Center)180 Kenneth Dr., 1st floorRochester, NY 14623",Call Center,Monroe | WIB Name: MONROE | Region: Finger Lakes,178,178,2/3/2017,"Layoffs will begin on May 4, 2017 (or within 14 days following that date) and will continue through the remainder of the year.",12/31/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Deborah Nechay-Hoer, Human Resources",(973) 551-0694,,2016-0149,5820
"Eastman Kodak Company (Kodak Office)343 State StreetRochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB Name: MONROE | Region: Finger Lakes,----,1,1/31/2017,1/31/2017,-----,Economic,Plant Layoff,Plant Layoff,The affected worker is not represented by a Union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,,2016-0148,5819
"Craftbar Restaurant900 BroadwayNew York, NY 10003",Dining Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,70,70,1/30/2017,4/30/2017,4/30/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Yvonne Mancini, Executive Director of Human Resources",(212)400-6487,,2016-0147,5818
"Penske Vehicle Services, Inc.  2995 River Road  Buffalo, NY14207",Fleet/transportation services,Erie | WDB Name: ERIE| Region: Western Region New York | WDB Name: NEW YORK CITY| Region: New York City,1,1,1/30/2017,4/1/2017,-----,Loss of contract with General Motors,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Ryan Bizzis, Senior Manager Human Resources",(586) 268-3164,,2016-0145,5817
"DSV\UTi230-39 International Airport Center Blvd., Ste 1000Springfield Gardens, NY 11413","Global, supply chain services and logistics company",Queens | WIB Name: NEW YORK CITY | Region: New York City,47,47,12/6/2016 Amended: 1/25/2017,The expected date of separation will take place between 3/17/2017 and 4/1/2017.,4/1/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Fernando Padron, Sr. Manager, Human Resources",(305)477-6800 Ext. 4266,,2016-0097,5816
"General Electric Company - Industrial Automation Systems Department12 Corporate Woods Blvd.Albany, NY 12204",GE Corporate Taxes,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region,75,75,1/27/2017,3/31/2017,"Terminations expected to occur between March 31, 2017 and May 31, 2017.",Economic,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Doria Linnetz, Sr., Human Resources Manager – Corporate Tax",(203) 581-4855,,2016-0144,5815
"Paddle8, Inc. 30 Cooper Square New York, NY 10003","Online auction house selling fine art, design, collectibles, and jewelry.",New York | WIB Name: NEW YORK CITY | Region: New  York City,24 (total employees at all three locations),10,1/26/2017,"First separation of employees began on January 19,  2017.Additional separation of employees  will occur on or about i) between January 20th and February 3rd,  2017, ii) between February 13th and February 24th, 2017;  and iii) between March 10th and March 24th, 2017.",-----,"The Parent company, Auctionata, AG, filed for Bankruptcy.",Plant Layoff,Plant Layoff,The affected  workers are not represented by a Union.,"Christy Leleck, Director of HR",(347) 916-3329,,2016-0141,5814
"Operations of Global Spectrum, L.P. d/b/a Spectra Venue Management (""Spectra"") at Canalside95 Perry StreetBuffalo, NY 14203",Event & Venue Management,Buffalo | WIB Name: ERIE | Region: Western Region,194,194,1/24/2017,3/31/2017,3/31/2017,Termination of the Management Agreement with Spectra at Canalside,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Ryan Coate, General Manager",(716) 328-0320,,2016-0140,5813
"M&G DuraVent, Inc. 10 Jupiter LaneColonie, NY 12205",Venting/Chimney industry.,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region,94,54,1/23/2017,"Most separations will take place on April 28, 2017, but some separations may take place over the fourteen (14) day period following April 28, 2017.",-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a Union.,"Cathy Winne, Human Resources Manager",(518) 649-9732,,2016-0139,5810
"Gate Aviation Services, Inc.LaGuardia Airport Delta-Flight Center, Terminal DQueens, NY 11371","Provides provisioning, passenger, ramp, cargo handling, and security services.",Queens | WIB Name: NEW YORK CITY | Region: New York City,203,203,1/19/2017,4/19/2017,Separations will occur on or within fourteen (14) days of 4/19/2017.,"Separations are resulting from their contractual termination with Delta Flight Center, Terminal D.",Plant Closing,Plant Closing,SEIU Local 32BJ,"Terry Roshala, Director of Regional Operations",(571) 209-7645,,2016-0138,5809
"LogistiCare Solutions, LLC37-17 Northern BoulevardLong Island City, NY 11101",Non-Emergency Medical Transportation services,Queens | WIB Name: NEW YORK CITY | Region: New York City,-----,158,1/19/2017,4/22/2017,-----,Loss of contract with the State of New York.,Plant Layoff,Plant Layoff,The affected workers are not represented by a Union.,"Dina Wald-Margolis, HR Manager","(877) 564-5911, ext. 2003",,2016-0137,5808
"Eastman Kodak Company (Kodak Research Labs)1999 Lake AvenueRochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB Name: MONROE | Region: Finger Lakes,-----,7,1/17/2017,4/16/2017,-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a Union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,,2016-0136,5807
"Duane Reade - Maspeth Distribution Center50-02 55th AvenueMaspeth, NY 11378",Drug Store - Distribution Center,Queens | WIB Name: NEW YORK CITY | Region: New York City,214,214,1/13/2017,Terminations will commence on 4/13/2017 or within the 14-day period thereafter.,5/31/2017,Economic,Plant Closing,Plant Closing,Teamsters Local 210,"Natasha Gary, HR Manager",(718) 361-3946,,2016-0135,5804
"Samuel Aaron, Inc.115 South Macquesten ParkwayMount Vernon, NY 10550",International jewelry manufacturer and wholesaler,Westchester | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region,42,42,1/11/2017,Separations will occur during the fourteen (14) day period starting on 4/12/2017.,4/25/2017,Sale of business,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Richard Katz, COO and CFO",(718) 392-5454 (ext. 857),,2016-0134,5803
"Knowledge Systems & Research, Inc. - Call Center724 Harrison St., Suite 700Syracuse, NY 13202",International market research,Onondaga | WIB Name: ONONDAGA | Region: Central Region,90,60,1/16/2017,4/15/2017,----,Decline in phone market research.,Plant Layoff,Plant Layoff,The affected workers are not represented by a Union.,"Kelly Merrill, Director, Finance & Administration",(315) 470-1350,,2016-0133,5802
"The Clinton Foundation1271 Avenue of the Americas, 42nd FloorNew York, NY 10020",Social Advocacy Organization - Clinton Global Initiative,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,22,1/12/2017,4/15/2017,-----,Discontinutation of the Clinton Global Initative,Plant Layoff,Plant Layoff,The affected workers are not represented by a Union.,Veronika Shiroka,(646) 775-9184,,2016-0132,5801
"Current Powered by GEEnergy Storage Operating Unit1 River RoadSchenectady, NY12345",Energy Company,Schenectady | WIB Name: CAPITAL DISTRICT | Region: Capital Region,41,41,1/12/2017,4/12/2017,4/12/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Brooke Cardarella, HR Business Partner",1-800-435-4448,,2016-0131,5800
"Esplanade of White Plains Venture Partnership d/b/a The Esplanade 95 South BroadwayWhite Plains, NY 10601",Senior Residences,Westchester | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region,65,65,4/15/2016 Amended: 1/12/2017,14-day period beginning on 7/14/2016 1 layoff extended from 14-day period starting on 12/31/2016 to 14-day period commencing on 3/31/2017).,TBD,Multi year overhaul of building,Plant Closing,Plant Closing,UNITE HERE Local 100,"Joseph Kaufman, Controller",(914) 761-8100 ext 7124,,,5799
"PCX Aerostructures, LLC 70 and 100 Raynor Avenue Ronkonkoma, NY 11779",Manufactures flight critical and structural components for rotorcraft and fixed wing aerospace platforms.,Suffolk | WIB Name: SUFFOLK | Region: Long Island,45,45,1/10/2017,Layoffs will occur between 5/5/2017 and up to the closing date on 12/29/2017.,12/29/2017,"Moving the manufacturing work to their operations in Mansfield, Texas.",Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Craig Sullivan, Vice President - Human Resources",(860) 594-4420,,2016-0130,5798
"US Mobile Phones, Inc.2585 W. 13th StreetBrooklyn, NY 11223",Mobile Phone distributor,Brooklyn | WIB Name: NEW YORK CITY | Region: New York City,121 (at both sites),62,1/6/2017,4/6/2017,Closing on 4/6/2017 or the 14- day period beginning on that date.,"Company will relocate most of its operations from its facility located at 2585 W. 13th Street to a facility in Elizabeth, New Jersey.",Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a Union.,"Chrissy Mahoney, Human Resources Manager",(718) 431-0984,,2016-0121,5797
"Gordon Industries Ltd. d/b/a Gordon Sinclair1500 Plaza AvenueNew Hyde Park, NY 11040",Promotional advertising,Nassau | WIB Name: HEMPSTEAD | Region: Long Island,98,81,1/6/2017,4/7/2017,4/7/2017,"The Company is relocating their production facility to Pennsylvania. The art, acccounting, & customer service departments will remain open in NY facility.",Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a Union.,"Robert Gluck, Chief Executive Officer",(516) 354-5119,,2016-0128,5796
"Elmhurst Dairy, Inc.155-25 Styler RoadJamaica, NY 11433",Dairy Plant,Queens | WIB Name: NEW YORK CITY | Region: New York City,273,273,8/1/2016  Amended: 1/4/2017,Two remaining employees will be separated during the 14-day period of 1/22/2017 through 2/4/2017.,2/4/2017,Economic,Plant Closing,Plant Closing,"Local 553, Intrernational Brotherhood of Teamsters",Matthew Bergen,(718) 526-3442,,2016-0020,5795
"Command Security Corp. d/b/a Aviation SafeguardsTerminal 7 at JFK AirportJamaica, NY 11430",Airport Baggage Handlers,Queens | WIB Name: NEW YORK CITY | Region: New York City,63,63,1/6/2017,3/27/2017,3/27/2017,Contractual termination by British Airways.,Plant Closing,Plant Closing,SEIU Local 32BJ,"Rebecca Persaud, Human Resources Manager","(718) 690-7210, ext. 20001",,2016-0127,5794
"Meopta U.S.A, Inc.50 Davids DriveHauppauge, NY 11788","Manufacturing and assembling optical, opto-mechanical and optoelectronic products.",Suffolk | WIB Name: SUFFOLK | Region: Long Island,42,42,1/5/2017,4/10/2017,4/10/2017,Relocating its manufacturing operations to Florida.,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Stuart Stein, Vice President - Administration","(631) 436-5900, ext. 304",,2016-0126,5793
"Macy's Douglaston Store242-02 61st StreetDouglaston, NY 11362",Retail Store,Queens | WIB Name: NEW YORK CITY | Region: New York City,163,163,1/4/2017,Terminations will occur between 4/5/2017 and 4/18/2017.,4/18/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Chanell Bracey-Davis, Vice President – Associate & Labor Relations",(646) 787-4816,,2016-0125,5792
"Macy's Oakdale Mall Store Harry L. Road and Reynolds DriveJohnson City, NY 13790",Retail Store,Broome | WIB Name: BROOME/TIOGA | Region: Southern Region,73,73,1/4/2017,Terminations will occur between 4/5/2017 and 4/18/2017.,4/18/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Chanell Bracey-Davis, Vice President – Associate & Labor Relations",(646) 787-4816,,2016-0124,5791
"Macy's Great Northern Mall Store 4081 New York State #31Clay, NY 13041",Retail Store,Onondaga | WIB Name: ONONDAGA | Region: Central Region,69,69,1/4/2017,Terminations will occur between 4/5/2017 and 4/18/2017.,4/18/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Chanell Bracey-Davis, Vice President – Associate & Labor Relations",(646) 787-4816,,2016-0123,5790
"Macy's Marketplace Mall Store 20 Miracle Mile DriveRochester, NY 14623",Retail Store,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,101,101,1/4/2017,Terminations will occur between 4/5/2017 and 4/18/2017.,4/18/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Chanell Bracey-Davis, Vice President – Associate & Labor Relations Phone: (646) 787-4816",,,2016-0122,5789
"Prestige Industries LLC81 Saxon AvenueBay Shore, NY 11706",Commercial laundry service provider,Suffolk | WIB Name: SUFFOLK | Region: Long Island,141,141,12/28/2016Amended: 1/6/2017,1/15/2017,1/15/2017,The Company estimates there is about two weeks of service remaining under the collapsed tunnel washer.,Plant Closing,Plant Closing,"Local 1964 International Longshoremen's Association, AFL-CIO","Janette Williamson, Human Resources",(646) 710-4722,,2016-0113,5788
"Alorica Customer Care, Inc. an Alorica Company131 Genesee StreetUtica, NY 13421",Customer Management Company - Call Center,Oneida | WIB Name: HMO | Region: Mohawk Valley Region,217,208,1/5/2017,4/5/2017,4/5/2017,The Company is moving into a different location in Utica.,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Cassandra Maxwell, HR Coordinator",(315) 731-3223,,2016-0120,5787
"GL Bus Lines, Inc.777 8th AvenueNew York, NY 10036",Tour Bus Service,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,80,1/3/2017,4/6/2017,-----,Plant Layoff,Plant Layoff,Plant Layoff,"United Service Workers Union, IUJAT, Local 1212",James T. Murphy,"(212) 445-0848, ext 1121",,2016-0119,5786
