Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"Sears, Roebuck and Co. Full Line Store #01004  1111 Franklin Ave  Garden City, NY 11530",,Nassau  |WDB Name: HEMPSTEAD | Region: Long Island,,,,"Employment separations will occur on January  31, 2019 or during a 14-day period beginning  on that date.",,,Plant Closing,,The employees are not represented by a union.,"Aimee Grabau,  HR DVP",(847) 286-1427,,,6577
"Kmart Corporation #03600  93 West Campbell Road  Schenectady, NY 12306",,Schenectady  |WDB Name: CAPITAL DISTRICT | Region: Capital Region,,,,"Employment separations will occur on January  31, 2019 or during a 14-day period beginning  on that date.",,,Plant Closing,,The employees are not represented by a union.,"Aimee Grabau,  HR DVP",(847) 286-1427,,,6576
"Kmart Corporation Store #04123  2590 Military Rd  Niagara Falls, NY 14304",,Niagara  |WDB Name: NIAGARA | Region: Western Region,,,10/15/2018,"Employment separations will occur on January  31, 2019 or during a 14-day period beginning on that date.",,,Plant Closing,,The employees are not represented by a union.,"Aimee Grabau,  HR DVP",(847) 286-1427,,,6575
"Kmart Corporation Store #09415  987 Route 6  Mahopac,  NY 10541",,Putnam  |WDB Name: WESTCH/PTNM | Region: Mid-Hudson Region,,,,"Employment separations will occur on January  31, 2019 or during a 14-day period beginning  on that date.",,,Plant Closing,,The employees are not represented by a union.,"Aimee Grabau,  HR DVP",(847) 286-1427,,,6574
"Kmart Corporation Store #09392  349 Orchard Park Rd  West Seneca, NY 14224",,Erie  |WDB Name: ERIE | Region: Western Region,,,10/15/2018,"Employment separations will occur on January  31, 2019 or during a 14-day period beginning  on that date.",,,Plant Closing,Plant Closing,The employees are not represented by a union.,"Aimee Grabau,  HR DVP",(847) 286-1427,,2018-0133,6573
"Kmart Corporation Store #04741 8363 Lewiston Road Batavia,  NY 14020",,Genesee  |WDB Name: GLOW | Region: Finger Lakes Region,,,10/15/2018,"Employment separations will occur on January  31, 2019 or during a 14-day period beginning  on that date.",,,Plant Closing,,The employees are not represented by a union.,"Aimee Grabau,  HR DVP",(847) 286-1427,,2018-0132,6572
"Umami Burger at the Hudson Hotel358 West 58th StreetNew York, NY 10019",Food services,New York | WDB Name: NEW YORK CITY | Region: New York City,66,66,4/25/2018Amended: 10/5/2018,"Separations will be done in stages, beginning on or about 1/7/2019.",1/6/2019,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO Local 6 affiliated with UNITE HERE","Tom Oliva, Local 6 Representative",(212) 957-8000,13-4130496,2017-0353,6571
"Royal Industries 225 25th Street Brooklyn, NY 11232",Manufacturers of vinyl Advertising Specialties and Vinyl Packaging,New York | WDB Name: NEW YORK CITY | Region: New York City,77,77,9/21/2018,"Individual employees who reject the transfer offer will be terminated on December 21, 2018 during the 14-day period commencing on December 7, 2018.",12/21/2018,"Relocation of operations to Allentown, Pennsylvania.",Plant Closing,Plant Closing,UFCW Local 312,"Ari Ruden, VP",(718) 369-3046 Ext: 100,13-5557433,2018-0129,6570
"Greenbriar Associates, LLC dba Residence Inn by Marriott9 Gerhard RoadPlainview, NY 11803",Hotel,Nassau | WDB Name: OYSTER BAY | Region: Long Island,80,80,10/11/2018,1/11/2019,1/11/2019,Non-renewal of franchise agreement by Marriott,Plant Closing,Plant Closing,The employees are not represented by a union.,"Donald Monti, Managing Partner",(516) 433-6200,11-2843201,2018-0130,6569
"Tonawanda Coke Corporation3875 River RoadTonawanda, NY 14151",Operates as a merchant producer of high-quality foundry coke.,Erie | WDB Name: ERIE | Region: Western,129,129,10/15/2018,"The employee separations will occur during the 14-day period starting on Sunday, October 14, 2018 and ending on Saturday, October 27, 2018.",10/27/2018,Economic,Plant Closing,Plant Closing,"United Steelworkers, Local 277-14","A.J. Verel, Directorof Human Resources & Safety",(716 )876-6222 Ext: 225,16-1098956,2018-0128,6568
"Lord and Taylor424 Fifth AvenueNew York, NY 10018",Retail Store,New York | WDB Name: NEW YORK CITY | Region: New York City,853,853,10/10/2018,"Employee separations are expected to occur between January 14, 2019 and January 27, 2019.",1/27/2019,Economic,Plant Closing,Plant Closing,"Service Employees International Union, Workers United, Local 25 (7)International Union of Operating Engineers, Local 30 (5)International Union of Painters and Allied Trades, DC9 (2)International Brotherhood of Electrical Workers, Local 3 (3)United Auto Workers, Local 2179 (4)United Brotherhood of Carpenters and Joiners of America (4)","Julia Bernstein, Regional Human Resources Manager",(203) 450-7466,20-5344961,2018-0127,6567
"Ivy Enterprises, Inc.(Warehouse)3 Seaview BlvdPort Washington, NY 11050","Fingernails, Artificial Business",Nassau | WDB Name: HEMPSTEAD | Region: Long Island,132,24,10/9/2018,1/7/2019,1/7/2019,Moving warehouse functions to New Jersey,Plant Closing,Plant Closing,The employees are not represented by a union.,"Heather Han, Senior HR Manager",(516) 625-9292,11-3498468,2018-0126,6566
"Federated Payment Systems, LLC1 Huntington QuadrangleMelville, NY 11747",Provider of credit card processing solutions,Suffolk | WDB Name: SUFFOLK | Region: Long Island,81,47,10/10/2018,"The employment separations are expected to occur on or about January 8, 2019.",-----,"Purchased by EVO Merchant Services, LLC.",Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Ann Slaven, Human Resources/Payroll Manager",(631) 270-7521,33-1074017,2018-0125,6563
"MACOM Technology Solutions Inc.20 Thornwood DriveIthaca, NY 14850","Developer and producer of radio, microwave, and millimeter wave semiconductor devices and components.",Tompkins | WDB Name: TOMPKINS | Region: Southern,56,25,10/4/2018,1/4/2019,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Cathy Murray, Sr. Human Resources Manager",(607) 257-3200,26-3007140,2018-0123,6562
"AllianceBernstein L.P.1 North Lexington Ave #17White Plains, NY 10601",Research-driven investment firm,Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,244,35,10/9/2018,"The anticipated layoffs of affected employees will take place on January 31, 2019, February 28, 2019, March 31, 2019 and July 31, 2019.",-----,"Relocating its corporate headquarters to Nashville, Tennessee",Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Colin T. Burke, Senior Vice President",(212) 969-6169,13-4064930,2018-0122,6561
"Hebeler Process Solutions LLC750 East Ferry StreetBuffalo, NY 14211",Machinery Manufacturer,Erie | WDB Name: ERIE | Region: Western,20,0,6/28/2018 Amended: 10/9/2018,Notice for the last affected employee has been rescinded. No employees will be separated.,-----,Decline in business with major customer,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Angela Nelson, Director of People",(716) 332-4714,47-1584621,2017-0423,6560
"Bus Terminal Brewing Co., Inc. d/b/a Heartland Brewery625 Eighth AvenueNew York, NY 10018",Restaurant,New York |WDB Name:NEW YORK CITY | Region:New York City,53,53,10/2/2018,"The layoffs are expected to commence on January 1, 2019 and end on January 11, 2019.",1/1/2019,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Jon Bloostein, Chief Executive Officer",(917) 999-6532,26-4606671,2018-0121,6559
"Jan  Services, 7th Ave, LLC  117 Seventh  Ave, So.  New York, NY 10014",Wholesale  & Catering food services,New York  | WDB Name: NEW YORK CITY | Region: New York City,92 (total affected employees at all sites),29,9/28/2018,12/31/2018,12/31/2018,Economic,Plant Closing,,The employees are not represented by a union.,"Lisa Farrell, Controller,  Gourmet Garage",(212) 941-1664,06-1522800,2018-0116,6557
"Compass Group USA, Inc. d/b/a Chartwells (at Molloy College)1000 Hempstead AvenueRockville Center, NY 11571",Food Services,Nassau | WDB Name: HEMPSTEAD | Region: Long Island,26,26,10/2/2018,9/28/2018,9/28/2018,Contract termination,Plant Closing,Plant Closing,UNITE HERE Local 100,"Bryan Larios, Director of Dining Services",(917) 400-1689,56-1874931,2018-0115,6556
"Murray Hill Medical Group, P.C.317 East 34th StreetNew York, NY 10016",Medical Services,New York | WDB Name: NEW YORK CITY | Region: New York City,113 (total affected employees at both sites),84,10/2/2018,12/31/2018,12/31/2018,Sale of business to CareMount Medical P.C.,Plant Closing,Plant Closing,The employees are not represented by a union.,"Jeff Katz, Human Resources Director",(212) 726-7475,13-3651841,2018-0110,6555
"Frederic Fekkai Salon712 Fifth Avenue, Fourth FloorNew York, NY 10019",Salon services,New York | WDB Name: NEW YORK CITY | Region: New York City,60,60,10/1/2018,12/31/2018,12/31/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Jodi Menell, Senior HR Manager",(212) 891-0329,56-2379384,2018-0120,6554
"Pfizer, Inc. 64 Maple StreetRouses Point, NY",Pharmaceuticals (production),Clinton | WDB Name: C-E-F-H | Region: North Country,16,3,10/1/2018,"The separations will occur January 4, 2019.",12/31/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Daniel Naiman, Sr. Director, Human Resources",(212) 733-2110,23-1405012,2018-0114,6553
"P.W. Minor LLC3 Treadeasy AvenueBatavia, NY 14020",Footwear manufacturing and marketing,Genesee |WDB Name:GLOW | Region:Finger Lakes Region,81,81,9/24/2018 Amended: 10/5/2018,9/25/2018 and 9/26/2018 (48); 10/5/2018 (33),10/5/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Nancy Forsyth, Manager HR",(585) 815-0679,47-1426154,2018-0085,6552
"Sterling National Bank One Jericho PlazaJericho, NY 11753",Financial Institution,Nassau | WDB Name: HEMPSTEAD | Region: Long IslandCounty: Nassau | WDB Name: OYSTER BAY | Region: Long Island,199,1,9/28/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on December 31, 2018",To be determined,Acquisition of Astoria Bank by Sterling National Bank,Plant Closing,Plant Closing,The employees are not represented by a union.,"Gary Zimbalatti, First Vice President, Director HR Business Partners",(516) 327-7624,13-1726107,2018-0111,6551
"Affinity Health Plan (Medicare Product Line)1776 Eastchester RoadBronx, NY 10461",Personal health care services,Bronx | WDB Name: NEW YORK CITY | Region: New York City,566,28,10/1/2018,12/31/2018,-----,Cessation of the Medicare product line.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Jason Robinson, Assistant Vice President-Human Resources",(718) 794-7128,13-3330672,2018-0108,6550
"New Frontiers in TBI, Inc. dba AllwelCompany's NHTD and TBI Waiver Programs2 West 45th Street, Suite 1200New York, NY 10036",Personal care services,New York | WDB Name: NEW YORK CITY | Region: New York City,73,59,10/2/2018,"Separations will occur during a 14-day period starting on December 31, 2018 and ending on January 13, 2019.",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Marti Maloney, Director of Human Resources",(716) 826-6245 Ext: 207,16-1585159,2018-0109,6549
"The Research Foundation for the State University of New York Buffalo State Campus1300 Elmwood AvenueBuffalo, NY 14222",Education research,Erie | WDB Name: ERIE | Region: Western County: Albany | WDB Name: CAPITAL DISTRICT | Region: Capital County: New York | WDB Name: NEW YORK CITY | Region: New York CityCounty: Monroe | WDB Name: MONROE | Region: Western County: Onondaga | WDB Name: ONONDAGA | Region: Central,74 (total affected employees at all sites),6,9/28/2018,12/31/2018,-----,Loss of contract,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Christine Goff, HR Coordinator",(716) 878-4091,14-1368361,2018-0102,6548
"Greater Hudson Bank155 White Plains Road, Suite 222Tarrytown, NY 10591",Banking services,Westchester | WDB Name: WESTCH/PTNM | Region: Mid-HudsonCounty: Rockland | WDB Name: ROCKLAND | Region: Mid-HudsonCounty: Orange | WDB Name: ORANGE | Region: Mid-Hudson,13,1,9/28/2018,"Subject to the consummation of the merger, layoffs will occur on or between January 1, 2019 and January 15, 2019.",-----,Greater Hudson Bank will merge into ConnectOne Bank,Plant Layofff,Plant Layoff,The employees are not represented by a union.,"Shannon Boyle, Human Resources Director",(845) 367-4987,06-1609560,2018-0096,6547
"Conduent Education Services, LLC 501 Bleecker St. Utica, NY 13501",Educational Services,Oneida | WDB Name: HMO | Region: Mohawk Valley,97,43,9/28/2018,"This ninth phase of separations will occur on or about December 28, 2018.",To be determined,Change in business needs,Plant Closing,Plant Closing,The employees are not represented by a union.,"Sarah Amoriell, HR Consultant",(801) 567-5432,95-2501112,2018-0101,6546
"Citizen Watch Company of America, Inc. (Warehouse & Distribution Operating Units)1 Bulova AvenueWoodside, NY 11377",Warehousing/Distribution and after sales service,Queens | WDB Name: NEW YORK CITY | Region: New York City,-----,59,12/29/2017 Amended: 9/28/2018,"Employment separations are expected to commence on or about March 29, 2018 or within 14 days thereafter.The separation date for 8 remaining employees in the Warehouse & Distribution Operating Units has been extended from July 27, 2018, or within 14 days thereafter to September 28, 2018, or within 14 days thereafter.The separation date for 5 remaining employees in the Warehouse & Distribution Operating Units has been extended from September 28, 2018, or within 14 days thereafter to December 28, 2018, or within 14 days thereafter.",12/28/2018,Economic,Plant Unit Closing,Plant Unit Closing,Independent Production Maintenance and Service Employees Union,"Seth Presser, General Counsel",(212) 497-9795,95-2934490,2017-0179,6545
"Citizen Watch Company of America, Inc.(Credit/Accounts Receivable, Customer Relations, and Finance Operating Units)350 Fifth Avenue, 29th FloorNew York, NY 10118","Credit/Accounts Receivable, Customer Relations, and Finance Operating Units",Queens | WDB Name: NEW YORK CITY | Region: New York City,148,30,4/27/2018 Amended: 9/28/2018,"The employee separations will be commencing on or about June 27, 2018, or within 14 days thereafter.Two (2) employees’ separation dates have been extended to 9/28/2018 or within 14 days thereafter.One remaining employee will be separated on or about December 28, 2018, or within 14 days thereafter.",12/28/2018,Economic,Plant Unit Closings,Plant Unit Closings,The employee is not represented by a union.,"Seth Presser, General Counsel",(212) 497-9795,95-2934490,2017-0352,6544
